0:  bodyHeight（r）=10,fuzeflat=0,headflat=2,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=5----(计算line)
562:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
563:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
564:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=5----(计算line)
565:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=7----(计算line)
566:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=9----(计算line)
567:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=5----(计算line)
568:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=7----(计算line)
569:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=9----(计算line)
570:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=5----(计算line)
571:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=7----(计算line)
572:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=9----(计算line)
573:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=5----(计算line)
574:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=7----(计算line)
575:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=9----(计算line)
576:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
577:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
578:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
579:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
580:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
581:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
582:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
583:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
584:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
585:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
586:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
587:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
588:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
589:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
590:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
591:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
592:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
593:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
594:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=5----(计算line)
595:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=7----(计算line)
596:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=9----(计算line)
597:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=5----(计算line)
598:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=7----(计算line)
599:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=9----(计算line)
600:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=5----(计算line)
601:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=7----(计算line)
602:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=9----(计算line)
603:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=5----(计算line)
604:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=7----(计算line)
605:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=9----(计算line)
606:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=5----(计算line)
607:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=7----(计算line)
608:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=9----(计算line)
609:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=5----(计算line)
610:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=7----(计算line)
611:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=9----(计算line)
612:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
613:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
614:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
615:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
616:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
617:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
618:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
619:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
620:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
621:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
622:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
623:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
624:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
625:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
626:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
627:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
628:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
629:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
630:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=5----(计算line)
631:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=7----(计算line)
632:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=9----(计算line)
633:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=5----(计算line)
634:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=7----(计算line)
635:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=9----(计算line)
636:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=5----(计算line)
637:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=7----(计算line)
638:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=9----(计算line)
639:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=5----(计算line)
640:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=7----(计算line)
641:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=9----(计算line)
642:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
643:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
644:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
645:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
646:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
647:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
648:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
649:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
650:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
651:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
652:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
653:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
654:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
655:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
656:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
657:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
658:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
659:  bodyHeight（r）=10,fuzeflat=4,headflat=6,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
660:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=5----(计算line)
661:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=7----(计算line)
662:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=9----(计算line)
663:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=5----(计算line)
664:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=7----(计算line)
665:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=9----(计算line)
666:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=5----(计算line)
667:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=7----(计算line)
668:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=9----(计算line)
669:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=5----(计算line)
670:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=7----(计算line)
671:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=9----(计算line)
672:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=5----(计算line)
673:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=7----(计算line)
674:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=9----(计算line)
675:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=5----(计算line)
676:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=7----(计算line)
677:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=9----(计算line)
678:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
679:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
680:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
681:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
682:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
683:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
684:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
685:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
686:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
687:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
688:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
689:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
690:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
691:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
692:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
693:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
694:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
695:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
696:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=5----(计算line)
697:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=7----(计算line)
698:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=9----(计算line)
699:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=5----(计算line)
700:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=7----(计算line)
701:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=9----(计算line)
702:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=5----(计算line)
703:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=7----(计算line)
704:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=9----(计算line)
705:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=5----(计算line)
706:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=7----(计算line)
707:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=9----(计算line)
708:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
709:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
710:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
711:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
712:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
713:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
714:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
715:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
716:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
717:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
718:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
719:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
720:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
721:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
722:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
723:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
724:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
725:  bodyHeight（r）=10,fuzeflat=4,headflat=8,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
726:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=5----(计算line)
727:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=7----(计算line)
728:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=9----(计算line)
729:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=5----(计算line)
730:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=7----(计算line)
731:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=9----(计算line)
732:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=5----(计算line)
733:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=7----(计算line)
734:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=9----(计算line)
735:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=5----(计算line)
736:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=7----(计算line)
737:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=9----(计算line)
738:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=5----(计算line)
739:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=7----(计算line)
740:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=9----(计算line)
741:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=5----(计算line)
742:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=7----(计算line)
743:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=9----(计算line)
744:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
745:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
746:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
747:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
748:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
749:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
